tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,player_name,team_two_players,team_one_nationalities,team_two_nationalities,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores,round_rank,advancing_player_name,game_1_points_won,game_1_points_lost,game_2_points_won,game_2_points_lost,game_3_points_won,game_3_points_lost,team_one_players
YONEX Thailand Open,Bangkok,Thailand,13-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 32,1,2,0,21-12,21-11,0-0,Sourabh Verma,,IND,IND,42,23,10,5,2,0,9,3,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '10-3', '10-4', '10-5', '11-5', '12-5', '12-6', '13-6', '13-7', '14-7', '14-8', '15-8', '16-8', '16-9', '17-9', '17-10', '17-11', '18-11', '18-12', '19-12', '20-12', '21-12']",10.0,5.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '9-3', '10-3', '11-3', '12-3', '13-3', '14-3', '15-3', '16-3', '17-3', '17-4', '17-5', '17-6', '17-7', '17-8', '18-8', '18-9', '18-10', '19-10', '19-11', '20-11', '21-11']",,,,,[],5,,21,12,21,11,0,0,Srikanth Kidambi
YONEX Thailand Open,Bangkok,Thailand,14-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 16,1,2,0,21-16,21-19,0-0,Kunlavut Vitidsarn,,INA,THA,42,35,5,3,3,0,3,3,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '5-2', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '9-5', '9-6', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '14-8', '14-9', '14-10', '14-11', '15-11', '15-12', '16-12', '16-13', '16-14', '17-14', '18-14', '18-15', '19-15', '19-16', '20-16', '21-16']",5.0,3.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '4-6', '5-6', '6-6', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '11-11', '11-12', '11-13', '12-13', '12-14', '12-15', '12-16', '13-16', '13-17', '14-17', '15-17', '15-18', '16-18', '17-18', '18-18', '19-18', '20-18', '20-19', '21-19']",,,,,[],4,,21,16,21,19,0,0,Anthony Sinisuka Ginting
YONEX Thailand Open,Bangkok,Thailand,14-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 16,1,2,0,21-13,21-17,0-0,Kantaphon Wangcharoen,,DEN,THA,42,30,6,4,3,0,5,2,2,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '8-4', '8-5', '9-5', '10-5', '10-6', '11-6', '12-6', '12-7', '12-8', '13-8', '14-8', '15-8', '16-8', '17-8', '17-9', '17-10', '18-10', '18-11', '18-12', '19-12', '20-12', '20-13', '21-13']",6.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '3-6', '3-7', '4-7', '5-7', '6-7', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '9-11', '9-12', '10-12', '11-12', '11-13', '11-14', '11-15', '11-16', '12-16', '13-16', '14-16', '15-16', '16-16', '17-16', '17-17', '18-17', '19-17', '20-17', '21-17']",,,,,[],4,,21,13,21,17,0,0,Viktor Axelsen
YONEX Thailand Open,Bangkok,Thailand,14-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 16,1,2,0,21-14,21-17,0-0,Daren Liew,,HKG,MAS,42,31,6,3,2,0,6,3,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '8-6', '9-6', '10-6', '11-6', '12-6', '12-7', '13-7', '13-8', '13-9', '14-9', '14-10', '15-10', '16-10', '17-10', '17-11', '17-12', '18-12', '18-13', '18-14', '19-14', '20-14', '21-14']",6.0,3.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '9-5', '10-5', '10-6', '11-6', '12-6', '12-7', '12-8', '12-9', '13-9', '13-10', '13-11', '14-11', '15-11', '16-11', '17-11', '18-11', '18-12', '18-13', '18-14', '19-14', '19-15', '19-16', '19-17', '20-17', '21-17']",,,,,[],4,,21,14,21,17,0,0,Cheuk Yiu Lee
YONEX Thailand Open,Bangkok,Thailand,14-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 16,1,2,0,21-10,21-9,0-0,Jason Anthony Ho-Shue,,INA,CAN,42,19,6,3,3,0,6,3,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '6-1', '7-1', '8-1', '8-2', '9-2', '9-3', '10-3', '11-3', '11-4', '11-5', '11-6', '12-6', '13-6', '13-7', '14-7', '15-7', '15-8', '15-9', '16-9', '17-9', '18-9', '19-9', '20-9', '20-10', '21-10']",6.0,2.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '9-5', '9-6', '10-6', '11-6', '12-6', '13-6', '14-6', '14-7', '15-7', '15-8', '15-9', '16-9', '17-9', '18-9', '19-9', '20-9', '21-9']",,,,,[],4,,21,10,21,9,0,0,Jonatan Christie
YONEX Thailand Open,Bangkok,Thailand,15-01-2021,HSBC BWF World Tour Super 1000,MS,Quarter final,1,2,0,21-14,21-5,0-0,Jonatan Christie,,DEN,INA,42,19,7,4,3,0,7,4,2,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '8-9', '9-9', '10-9', '11-9', '12-9', '13-9', '14-9', '14-10', '15-10', '16-10', '17-10', '17-11', '18-11', '18-12', '19-12', '19-13', '20-13', '20-14', '21-14']",7.0,2.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '6-2', '7-2', '8-2', '9-2', '10-2', '11-2', '12-2', '13-2', '13-3', '13-4', '14-4', '15-4', '15-5', '16-5', '17-5', '18-5', '19-5', '20-5', '21-5']",,,,,[],3,,21,14,21,5,0,0,Viktor Axelsen
YONEX Thailand Open,Bangkok,Thailand,15-01-2021,HSBC BWF World Tour Super 1000,MS,Quarter final,1,2,0,21-17,21-12,0-0,Cheuk Yiu Lee,,HKG,HKG,42,29,7,6,2,0,7,6,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '7-10', '8-10', '9-10', '10-10', '10-11', '10-12', '10-13', '10-14', '11-14', '12-14', '13-14', '13-15', '14-15', '14-16', '14-17', '15-17', '16-17', '17-17', '18-17', '19-17', '20-17', '21-17']",4.0,2.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '8-4', '8-5', '9-5', '10-5', '10-6', '11-6', '11-7', '12-7', '13-7', '14-7', '14-8', '14-9', '15-9', '15-10', '15-11', '16-11', '17-11', '18-11', '19-11', '19-12', '20-12', '21-12']",,,,,[],3,,21,17,21,12,0,0,Ka Long Angus Ng
YONEX Thailand Open,Bangkok,Thailand,16-01-2021,HSBC BWF World Tour Super 1000,MS,Semi final,1,3,0,17-21,21-18,21-15,Tien Chen Chou,,HKG,TPE,59,54,6,11,2,5,4,11,0,5,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '3-5', '3-6', '3-7', '3-8', '3-9', '3-10', '3-11', '3-12', '3-13', '3-14', '3-15', '4-15', '5-15', '6-15', '7-15', '7-16', '8-16', '9-16', '10-16', '10-17', '10-18', '10-19', '11-19', '12-19', '13-19', '13-20', '14-20', '15-20', '16-20', '17-20', '17-21']",4.0,8.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '7-10', '7-11', '7-12', '7-13', '8-13', '9-13', '9-14', '10-14', '11-14', '11-15', '12-15', '12-16', '13-16', '14-16', '14-17', '15-17', '16-17', '17-17', '17-18', '18-18', '19-18', '20-18', '21-18']",6.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '4-7', '4-8', '5-8', '5-9', '6-9', '7-9', '8-9', '9-9', '10-9', '11-9', '11-10', '12-10', '12-11', '13-11', '13-12', '14-12', '15-12', '16-12', '16-13', '17-13', '18-13', '18-14', '19-14', '19-15', '20-15', '21-15']",2,,17,21,21,18,21,15,Ka Long Angus Ng
YONEX Thailand Open,Bangkok,Thailand,17-01-2021,HSBC BWF World Tour Super 1000,MS,Final,1,2,0,21-14,21-14,0-0,Ka Long Angus Ng,,DEN,HKG,42,28,6,3,2,0,6,3,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '6-3', '7-3', '8-3', '8-4', '9-4', '9-5', '9-6', '9-7', '10-7', '10-8', '10-9', '11-9', '11-10', '11-11', '12-11', '12-12', '13-12', '14-12', '15-12', '16-12', '16-13', '17-13', '17-14', '18-14', '19-14', '20-14', '21-14']",5.0,3.0,1.0,0.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '10-9', '10-10', '11-10', '12-10', '13-10', '14-10', '15-10', '15-11', '16-11', '16-12', '16-13', '17-13', '17-14', '18-14', '19-14', '20-14', '21-14']",,,,,[],1,,21,14,21,14,0,0,Viktor Axelsen
TOYOTA Thailand Open,Bangkok,Thailand,19-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 32,1,2,0,21-11,21-11,0-0,Sitthikom Thammasin,,IND,THA,42,22,7,3,4,0,4,3,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '8-4', '8-5', '8-6', '9-6', '10-6', '11-6', '11-7', '12-7', '12-8', '13-8', '14-8', '14-9', '15-9', '16-9', '17-9', '18-9', '18-10', '19-10', '19-11', '20-11', '21-11']",5.0,3.0,3.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '7-1', '8-1', '9-1', '10-1', '10-2', '11-2', '12-2', '12-3', '12-4', '13-4', '14-4', '15-4', '15-5', '15-6', '15-7', '16-7', '16-8', '17-8', '18-8', '19-8', '19-9', '20-9', '20-10', '20-11', '21-11']",,,,,[],5,,21,11,21,11,0,0,Srikanth Kidambi
TOYOTA Thailand Open,Bangkok,Thailand,19-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 32,1,2,0,21-8,21-8,0-0,Tanongsak Saensomboonsuk,,DEN,THA,42,16,8,2,2,0,8,2,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '9-3', '10-3', '11-3', '12-3', '13-3', '14-3', '14-4', '15-4', '15-5', '15-6', '16-6', '17-6', '18-6', '18-7', '19-7', '19-8', '20-8', '21-8']",6.0,2.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '10-3', '10-4', '11-4', '11-5', '12-5', '12-6', '13-6', '14-6', '15-6', '15-7', '16-7', '17-7', '17-8', '18-8', '19-8', '20-8', '21-8']",,,,,[],5,,21,8,21,8,0,0,Anders Antonsen
TOYOTA Thailand Open,Bangkok,Thailand,19-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 32,1,2,0,21-13,21-13,0-0,Khosit Phetpradab,,INA,THA,42,26,8,4,4,0,8,4,3,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '8-0', '8-1', '9-1', '9-2', '10-2', '10-3', '11-3', '12-3', '12-4', '13-4', '13-5', '14-5', '14-6', '15-6', '16-6', '16-7', '17-7', '18-7', '18-8', '18-9', '18-10', '18-11', '19-11', '20-11', '20-12', '20-13', '21-13']",6.0,4.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '5-5', '6-5', '6-6', '7-6', '7-7', '7-8', '8-8', '9-8', '9-9', '10-9', '11-9', '11-10', '12-10', '12-11', '13-11', '13-12', '14-12', '15-12', '16-12', '17-12', '18-12', '19-12', '19-13', '20-13', '21-13']",,,,,[],5,,21,13,21,13,0,0,Shesar Hiren Rhustavito
TOYOTA Thailand Open,Bangkok,Thailand,19-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 32,1,2,0,21-16,21-11,0-0,Sourabh Verma,,INA,IND,42,27,8,3,5,0,8,3,4,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '9-7', '9-8', '9-9', '10-9', '11-9', '11-10', '11-11', '12-11', '12-12', '12-13', '13-13', '14-13', '15-13', '16-13', '17-13', '18-13', '19-13', '20-13', '20-14', '20-15', '20-16', '21-16']",4.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '9-3', '10-3', '10-4', '10-5', '10-6', '11-6', '12-6', '13-6', '13-7', '14-7', '14-8', '15-8', '16-8', '17-8', '18-8', '18-9', '18-10', '19-10', '19-11', '20-11', '21-11']",,,,,[],5,,21,16,21,11,0,0,Anthony Sinisuka Ginting
TOYOTA Thailand Open,Bangkok,Thailand,20-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 32,1,3,0,18-21,21-16,23-21,Jonatan Christie,,IND,INA,62,58,5,5,2,4,4,4,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '4-9', '5-9', '6-9', '6-10', '7-10', '8-10', '9-10', '9-11', '9-12', '9-13', '9-14', '10-14', '11-14', '11-15', '11-16', '12-16', '13-16', '14-16', '15-16', '15-17', '16-17', '17-17', '17-18', '17-19', '18-19', '18-20', '18-21']",5.0,5.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '12-8', '13-8', '13-9', '14-9', '14-10', '15-10', '16-10', '17-10', '18-10', '18-11', '19-11', '19-12', '19-13', '19-14', '19-15', '19-16', '20-16', '21-16']",4.0,5.0,1.0,3.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '2-5', '2-6', '3-6', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '11-8', '11-9', '11-10', '11-11', '11-12', '11-13', '12-13', '12-14', '12-15', '12-16', '13-16', '14-16', '14-17', '14-18', '15-18', '16-18', '17-18', '18-18', '18-19', '18-20', '19-20', '20-20', '20-21', '21-21', '22-21', '23-21']",5,,18,21,21,16,23,21,H. S. Prannoy
TOYOTA Thailand Open,Bangkok,Thailand,20-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 32,1,2,0,21-14,21-10,0-0,Abhinav Manota,,FRA,NZL,42,24,5,3,2,0,5,3,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '11-8', '11-9', '12-9', '13-9', '13-10', '13-11', '13-12', '14-12', '15-12', '16-12', '17-12', '18-12', '18-13', '19-13', '19-14', '20-14', '21-14']",4.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '7-2', '8-2', '8-3', '9-3', '10-3', '11-3', '12-3', '12-4', '13-4', '13-5', '14-5', '14-6', '15-6', '16-6', '16-7', '17-7', '18-7', '18-8', '18-9', '18-10', '19-10', '20-10', '21-10']",,,,,[],5,,21,14,21,10,0,0,Brice Leverdez
TOYOTA Thailand Open,Bangkok,Thailand,21-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 16,1,2,0,21-13,21-11,0-0,Ka Long Angus Ng,,TPE,HKG,42,24,5,3,4,0,5,3,3,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '8-8', '9-8', '10-8', '11-8', '12-8', '12-9', '13-9', '14-9', '14-10', '15-10', '15-11', '16-11', '17-11', '18-11', '19-11', '20-11', '20-12', '20-13', '21-13']",5.0,2.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '10-7', '11-7', '12-7', '12-8', '12-9', '13-9', '14-9', '15-9', '15-10', '16-10', '17-10', '18-10', '18-11', '19-11', '20-11', '21-11']",,,,,[],4,,21,13,21,11,0,0,Tzu Wei Wang
TOYOTA Thailand Open,Bangkok,Thailand,21-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 16,1,2,0,21-12,21-9,0-0,Rasmus Gemke,,IND,DEN,42,21,8,3,2,0,4,2,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '8-5', '9-5', '10-5', '11-5', '12-5', '12-6', '12-7', '13-7', '13-8', '14-8', '15-8', '15-9', '15-10', '16-10', '16-11', '17-11', '18-11', '19-11', '19-12', '20-12', '21-12']",8.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '5-6', '6-6', '7-6', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '13-7', '14-7', '15-7', '16-7', '16-8', '17-8', '18-8', '18-9', '19-9', '20-9', '21-9']",,,,,[],4,,21,12,21,9,0,0,Sameer Verma
TOYOTA Thailand Open,Bangkok,Thailand,21-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 16,1,3,0,11-21,21-15,21-17,Shesar Hiren Rhustavito,,DEN,INA,53,53,6,13,2,1,3,13,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '8-10', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '9-19', '10-19', '11-19', '11-20', '11-21']",6.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '10-5', '11-5', '12-5', '13-5', '14-5', '14-6', '14-7', '14-8', '15-8', '15-9', '16-9', '17-9', '17-10', '17-11', '17-12', '18-12', '18-13', '18-14', '18-15', '19-15', '20-15', '21-15']",4.0,3.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '11-9', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '14-13', '15-13', '15-14', '15-15', '16-15', '17-15', '18-15', '19-15', '19-16', '19-17', '20-17', '21-17']",4,,11,21,21,15,21,17,Hans-Kristian Solberg Vittinghus
TOYOTA Thailand Open,Bangkok,Thailand,21-01-2021,HSBC BWF World Tour Super 1000,MS,Round of 16,1,2,0,21-17,21-18,0-0,H. S. Prannoy,,MAS,IND,42,35,8,5,5,0,8,3,4,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '11-6', '11-7', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '16-9', '16-10', '17-10', '17-11', '18-11', '18-12', '18-13', '19-13', '19-14', '20-14', '20-15', '20-16', '20-17', '21-17']",6.0,5.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '8-9', '8-10', '9-10', '10-10', '11-10', '12-10', '13-10', '14-10', '14-11', '15-11', '16-11', '16-12', '16-13', '17-13', '18-13', '18-14', '18-15', '18-16', '18-17', '18-18', '19-18', '20-18', '21-18']",,,,,[],4,,21,17,21,18,0,0,Daren Liew
TOYOTA Thailand Open,Bangkok,Thailand,22-01-2021,HSBC BWF World Tour Super 1000,MS,Quarter final,1,3,0,21-13,19-21,22-20,Sameer Verma,,DEN,IND,62,54,5,4,3,2,5,3,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '5-2', '6-2', '7-2', '8-2', '9-2', '9-3', '9-4', '9-5', '10-5', '11-5', '11-6', '11-7', '12-7', '13-7', '13-8', '14-8', '14-9', '15-9', '16-9', '16-10', '17-10', '17-11', '18-11', '19-11', '19-12', '20-12', '20-13', '21-13']",3.0,4.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '5-3', '5-4', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '12-11', '12-12', '12-13', '13-13', '13-14', '14-14', '15-14', '16-14', '16-15', '17-15', '17-16', '17-17', '17-18', '18-18', '19-18', '19-19', '19-20', '19-21']",4.0,4.0,1.0,1.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '9-11', '10-11', '10-12', '10-13', '11-13', '12-13', '13-13', '14-13', '14-14', '14-15', '15-15', '16-15', '16-16', '17-16', '17-17', '18-17', '18-18', '19-18', '19-19', '19-20', '20-20', '21-20', '22-20']",3,,21,13,19,21,22,20,Anders Antonsen
TOYOTA Thailand Open,Bangkok,Thailand,22-01-2021,HSBC BWF World Tour Super 1000,MS,Quarter final,1,3,0,20-22,21-12,21-19,Cheuk Yiu Lee,,DEN,HKG,62,53,7,6,2,4,3,3,0,4,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '9-8', '10-8', '10-9', '11-9', '11-10', '11-11', '12-11', '12-12', '12-13', '12-14', '13-14', '14-14', '15-14', '15-15', '16-15', '16-16', '16-17', '16-18', '17-18', '17-19', '17-20', '18-20', '19-20', '20-20', '20-21', '20-22']",5.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '9-4', '9-5', '10-5', '11-5', '11-6', '12-6', '13-6', '14-6', '14-7', '15-7', '15-8', '15-9', '15-10', '15-11', '16-11', '17-11', '17-12', '18-12', '19-12', '20-12', '21-12']",4.0,6.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '11-10', '12-10', '13-10', '14-10', '14-11', '15-11', '16-11', '16-12', '17-12', '17-13', '17-14', '17-15', '17-16', '17-17', '18-17', '18-18', '19-18', '19-19', '20-19', '21-19']",3,,20,22,21,12,21,19,Hans-Kristian Solberg Vittinghus
TOYOTA Thailand Open,Bangkok,Thailand,23-01-2021,HSBC BWF World Tour Super 1000,MS,Semi final,1,2,0,21-19,21-8,0-0,Anders Antonsen,,DEN,DEN,42,27,11,3,2,0,3,3,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '6-9', '7-9', '7-10', '8-10', '9-10', '9-11', '9-12', '10-12', '11-12', '11-13', '12-13', '12-14', '12-15', '13-15', '14-15', '14-16', '15-16', '15-17', '16-17', '16-18', '17-18', '18-18', '18-19', '19-19', '20-19', '21-19']",8.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '8-0', '8-1', '9-1', '10-1', '10-2', '10-3', '10-4', '11-4', '12-4', '13-4', '14-4', '15-4', '16-4', '16-5', '16-6', '16-7', '17-7', '17-8', '18-8', '19-8', '20-8', '21-8']",,,,,[],2,,21,19,21,8,0,0,Hans-Kristian Solberg Vittinghus
TOYOTA Thailand Open,Bangkok,Thailand,23-01-2021,HSBC BWF World Tour Super 1000,MS,Semi final,1,2,0,21-19,21-15,0-0,Tien Chen Chou,,DEN,TPE,42,34,5,4,2,0,5,4,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '7-1', '8-1', '8-2', '9-2', '9-3', '9-4', '9-5', '10-5', '11-5', '11-6', '11-7', '11-8', '11-9', '12-9', '12-10', '12-11', '12-12', '13-12', '14-12', '14-13', '14-14', '14-15', '15-15', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '19-18', '19-19', '20-19', '21-19']",4.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '11-8', '11-9', '12-9', '13-9', '13-10', '13-11', '13-12', '14-12', '14-13', '14-14', '15-14', '16-14', '17-14', '18-14', '18-15', '19-15', '20-15', '21-15']",,,,,[],2,,21,19,21,15,0,0,Viktor Axelsen
